order_id,customer_id,product_id,order_date,quantity,discount,price,sales,profit
854,288,87,2023-02-05 13:00:00,7,0.06,394.23,2594.03,445.38
855,161,90,2023-02-05 14:00:00,8,0.18,1570.19,10300.45,1702.1
856,272,134,2023-02-05 15:00:00,4,0.23,1372.13,4226.16,669.22
857,460,70,2023-02-05 16:00:00,7,0.1,475.6,2996.28,521.34
858,38,44,2023-02-05 17:00:00,4,0.11,1881.18,6697.0,1987.37
859,500,200,2023-02-05 18:00:00,3,0.27,583.57,1278.02,159.23
860,226,152,2023-02-05 19:00:00,6,0.12,1660.34,8766.6,1786.78
861,142,86,2023-02-05 20:00:00,4,0.19,499.81,1619.38,177.93
862,292,19,2023-02-05 21:00:00,3,0.27,1696.87,3716.15,619.3
863,481,101,2023-02-05 22:00:00,9,0.06,350.1,2961.85,296.22
864,151,146,2023-02-05 23:00:00,5,0.29,1256.29,4459.83,845.35
865,114,95,2023-02-06 00:00:00,7,0.21,1859.12,10280.93,1195.19
866,237,101,2023-02-06 01:00:00,6,0.15,350.1,1785.51,105.7
867,66,30,2023-02-06 02:00:00,5,0.13,177.44,771.86,195.91
868,361,170,2023-02-06 03:00:00,7,0.29,1534.0,7623.98,625.65
869,341,33,2023-02-06 04:00:00,6,0.06,1591.91,8978.37,1275.02
870,258,12,2023-02-06 05:00:00,2,0.09,1409.97,2566.15,434.43
871,475,118,2023-02-06 06:00:00,3,0.09,219.62,599.56,94.8
872,249,94,2023-02-06 07:00:00,2,0.09,1773.38,3227.55,746.91
873,457,155,2023-02-06 08:00:00,3,0.14,1499.84,3869.59,770.8
874,449,167,2023-02-06 09:00:00,1,0.3,1102.97,772.08,95.62
875,331,137,2023-02-06 10:00:00,8,0.27,1763.33,10297.85,648.0
876,323,149,2023-02-06 11:00:00,6,0.1,1767.7,9545.58,2309.06
877,180,76,2023-02-06 12:00:00,2,0.13,1892.23,3292.48,454.8
878,190,29,2023-02-06 13:00:00,8,0.2,1463.3,9365.12,2551.35
879,407,161,2023-02-06 14:00:00,6,0.01,609.72,3621.74,538.79
880,154,190,2023-02-06 15:00:00,7,0.25,1511.82,7937.06,1820.88
881,196,117,2023-02-06 16:00:00,1,0.26,1124.17,831.89,237.0
882,466,15,2023-02-06 17:00:00,7,0.26,1943.56,10067.64,2142.27
883,311,2,2023-02-06 18:00:00,3,0.11,481.36,1285.23,197.12
884,262,180,2023-02-06 19:00:00,8,0.14,636.88,4381.73,840.63
885,419,117,2023-02-06 20:00:00,6,0.0,1124.17,6745.02,1253.64
886,406,172,2023-02-06 21:00:00,4,0.12,1927.83,6785.96,1331.44
887,427,182,2023-02-06 22:00:00,8,0.14,181.33,1247.55,108.17
888,143,18,2023-02-06 23:00:00,9,0.27,1730.98,11372.54,2554.58
889,342,3,2023-02-07 00:00:00,2,0.27,1975.95,2884.89,248.85
890,316,135,2023-02-07 01:00:00,6,0.29,1153.18,4912.55,263.58
891,101,171,2023-02-07 02:00:00,5,0.27,1105.47,4034.97,831.99
892,244,166,2023-02-07 03:00:00,5,0.0,1286.31,6431.55,509.56
893,490,165,2023-02-07 04:00:00,3,0.19,556.62,1352.59,328.14
894,12,186,2023-02-07 05:00:00,8,0.02,139.2,1091.33,290.83
895,239,161,2023-02-07 06:00:00,8,0.08,609.72,4487.54,1284.26
896,49,108,2023-02-07 07:00:00,5,0.17,228.4,947.86,204.85
897,42,187,2023-02-07 08:00:00,8,0.21,1749.5,11056.84,1885.23
898,166,95,2023-02-07 09:00:00,8,0.2,1859.12,11898.37,1642.81
899,82,122,2023-02-07 10:00:00,3,0.01,1460.67,4338.19,749.34
900,429,11,2023-02-07 11:00:00,2,0.03,116.19,225.41,22.0
901,291,68,2023-02-07 12:00:00,9,0.04,799.44,6907.16,947.01
902,158,123,2023-02-07 13:00:00,2,0.03,1016.96,1972.9,452.75
903,216,196,2023-02-07 14:00:00,9,0.05,1002.85,8574.37,894.78
904,490,113,2023-02-07 15:00:00,4,0.21,1913.52,6046.72,701.52
905,158,98,2023-02-07 16:00:00,2,0.25,822.67,1234.0,292.87
906,462,93,2023-02-07 17:00:00,1,0.12,1939.75,1706.98,161.24
907,134,22,2023-02-07 18:00:00,4,0.21,122.16,386.03,43.03
908,67,194,2023-02-07 19:00:00,9,0.06,93.14,787.96,42.85
909,336,172,2023-02-07 20:00:00,9,0.29,1927.83,12318.83,2833.49
910,7,127,2023-02-07 21:00:00,4,0.1,198.46,714.46,146.09
911,436,134,2023-02-07 22:00:00,9,0.25,1372.13,9261.88,2070.92
912,14,170,2023-02-07 23:00:00,6,0.28,1534.0,6626.88,686.43
913,73,25,2023-02-08 00:00:00,1,0.26,285.11,210.98,46.8
914,399,185,2023-02-08 01:00:00,6,0.02,1260.79,7413.45,1475.97
915,405,85,2023-02-08 02:00:00,9,0.2,1049.74,7558.13,1069.71
916,163,55,2023-02-08 03:00:00,2,0.04,864.65,1660.13,264.72
917,66,144,2023-02-08 04:00:00,6,0.0,1410.07,8460.42,1624.23
918,347,95,2023-02-08 05:00:00,2,0.02,1859.12,3643.88,631.57
919,130,142,2023-02-08 06:00:00,4,0.27,1431.31,4179.43,879.59
920,419,167,2023-02-08 07:00:00,8,0.27,1102.97,6441.34,613.5
921,466,156,2023-02-08 08:00:00,7,0.07,363.48,2366.25,438.18
922,206,179,2023-02-08 09:00:00,9,0.16,182.28,1378.04,224.03
923,276,119,2023-02-08 10:00:00,7,0.29,846.48,4207.01,695.23
924,466,177,2023-02-08 11:00:00,1,0.15,1877.6,1595.96,267.08
925,256,9,2023-02-08 12:00:00,2,0.12,1157.49,2037.18,550.79
926,266,186,2023-02-08 13:00:00,6,0.14,139.2,718.27,182.91
927,25,173,2023-02-08 14:00:00,7,0.24,716.65,3812.58,790.7
928,450,150,2023-02-08 15:00:00,3,0.14,1750.09,4515.23,1034.54
929,281,160,2023-02-08 16:00:00,9,0.23,62.45,432.78,26.27
930,253,197,2023-02-08 17:00:00,7,0.13,1552.29,9453.45,2230.99
931,310,197,2023-02-08 18:00:00,6,0.08,1552.29,8568.64,1469.87
932,289,42,2023-02-08 19:00:00,6,0.1,1755.67,9480.62,1227.14
933,164,53,2023-02-08 20:00:00,1,0.02,1968.96,1929.58,163.91
934,95,187,2023-02-08 21:00:00,5,0.15,1749.5,7435.38,511.57
935,270,74,2023-02-08 22:00:00,3,0.04,864.28,2489.13,152.39
936,321,39,2023-02-08 23:00:00,7,0.24,97.58,519.13,46.95
937,110,122,2023-02-09 00:00:00,3,0.13,1460.67,3812.35,219.35
938,336,15,2023-02-09 01:00:00,5,0.23,1943.56,7482.71,1744.67
939,310,199,2023-02-09 02:00:00,7,0.29,919.51,4569.96,512.54
940,238,157,2023-02-09 03:00:00,3,0.25,1645.04,3701.34,526.28
941,381,123,2023-02-09 04:00:00,2,0.29,1016.96,1444.08,369.22
942,436,111,2023-02-09 05:00:00,6,0.17,302.55,1506.7,118.52
943,387,131,2023-02-09 06:00:00,8,0.05,1205.2,9159.52,2371.39
944,483,83,2023-02-09 07:00:00,4,0.28,1316.81,3792.41,795.97
945,425,10,2023-02-09 08:00:00,9,0.26,1835.2,12222.43,1656.23
946,390,92,2023-02-09 09:00:00,8,0.26,162.79,963.72,76.57
947,25,29,2023-02-09 10:00:00,7,0.21,1463.3,8092.05,589.69
948,141,35,2023-02-09 11:00:00,7,0.19,1270.49,7203.68,964.42
949,117,6,2023-02-09 12:00:00,3,0.0,1425.87,4277.61,363.96
950,482,140,2023-02-09 13:00:00,6,0.22,1708.63,7996.39,935.0
951,392,111,2023-02-09 14:00:00,5,0.03,302.55,1467.37,92.79
952,405,38,2023-02-09 15:00:00,1,0.08,504.27,463.93,92.21
953,482,77,2023-02-09 16:00:00,3,0.17,961.43,2393.96,206.64
954,452,93,2023-02-09 17:00:00,1,0.14,1939.75,1668.18,399.0
955,25,147,2023-02-09 18:00:00,4,0.0,1517.8,6071.2,634.71
956,79,67,2023-02-09 19:00:00,3,0.25,884.16,1989.36,496.33
957,68,136,2023-02-09 20:00:00,4,0.26,570.71,1689.3,164.66
958,173,8,2023-02-09 21:00:00,9,0.2,402.12,2895.26,666.9
959,444,122,2023-02-09 22:00:00,3,0.16,1460.67,3680.89,490.55
960,12,84,2023-02-09 23:00:00,6,0.29,1235.09,5261.48,1030.09
961,288,175,2023-02-10 00:00:00,6,0.04,1867.45,10756.51,641.79
962,128,132,2023-02-10 01:00:00,7,0.22,1658.13,9053.39,1573.58
963,96,179,2023-02-10 02:00:00,9,0.04,182.28,1574.9,137.29
964,92,85,2023-02-10 03:00:00,7,0.11,1049.74,6539.88,1122.11
965,141,195,2023-02-10 04:00:00,1,0.18,681.04,558.45,47.66
966,31,45,2023-02-10 05:00:00,8,0.22,1607.63,10031.61,1597.76
967,334,136,2023-02-10 06:00:00,5,0.0,570.71,2853.55,221.59
968,20,87,2023-02-10 07:00:00,9,0.08,394.23,3264.22,342.7
969,146,16,2023-02-10 08:00:00,5,0.16,1891.32,7943.54,1578.94
970,477,77,2023-02-10 09:00:00,5,0.16,961.43,4038.01,1187.84
971,316,195,2023-02-10 10:00:00,2,0.19,681.04,1103.28,179.06
972,447,9,2023-02-10 11:00:00,3,0.09,1157.49,3159.95,700.86
973,390,60,2023-02-10 12:00:00,9,0.16,741.51,5605.82,1036.27
974,160,78,2023-02-10 13:00:00,7,0.06,1246.15,8199.67,1431.58
975,349,77,2023-02-10 14:00:00,1,0.06,961.43,903.74,59.81
976,43,71,2023-02-10 15:00:00,3,0.17,1902.42,4737.03,407.74
977,254,15,2023-02-10 16:00:00,2,0.21,1943.56,3070.82,831.47
978,130,71,2023-02-10 17:00:00,1,0.04,1902.42,1826.32,278.59
979,60,102,2023-02-10 18:00:00,9,0.04,1640.87,14177.12,2886.22
980,151,169,2023-02-10 19:00:00,8,0.17,258.61,1717.17,312.63
981,467,22,2023-02-10 20:00:00,5,0.08,122.16,561.94,81.32
982,287,152,2023-02-10 21:00:00,2,0.12,1660.34,2922.2,429.43
983,499,113,2023-02-10 22:00:00,1,0.12,1913.52,1683.9,318.03
984,5,172,2023-02-10 23:00:00,7,0.05,1927.83,12820.07,1093.37
985,467,1,2023-02-11 00:00:00,2,0.0,1004.38,2008.76,294.92
986,418,10,2023-02-11 01:00:00,1,0.26,1835.2,1358.05,219.66
987,266,110,2023-02-11 02:00:00,2,0.21,567.92,897.31,265.86
988,345,200,2023-02-11 03:00:00,7,0.21,583.57,3227.14,444.91
989,130,184,2023-02-11 04:00:00,7,0.16,724.47,4259.88,899.45
990,382,113,2023-02-11 05:00:00,6,0.21,1913.52,9070.08,765.1
991,267,50,2023-02-11 06:00:00,5,0.28,985.76,3548.74,235.53
992,178,12,2023-02-11 07:00:00,3,0.2,1409.97,3383.93,906.51
993,253,89,2023-02-11 08:00:00,3,0.08,413.55,1141.4,265.59
994,415,188,2023-02-11 09:00:00,9,0.17,1948.3,14553.8,1882.9
995,56,154,2023-02-11 10:00:00,4,0.13,703.48,2448.11,431.22
996,463,112,2023-02-11 11:00:00,9,0.17,1783.06,13319.46,1117.98
997,457,78,2023-02-11 12:00:00,4,0.16,1246.15,4187.06,949.58
998,471,169,2023-02-11 13:00:00,2,0.26,258.61,382.74,25.87
999,83,164,2023-02-11 14:00:00,4,0.2,1282.04,4102.53,981.56
1000,393,121,2023-02-11 15:00:00,6,0.06,556.52,3138.77,586.04
1001,99,23,2023-02-11 16:00:00,6,0.02,1212.73,7130.85,853.65
1002,149,171,2023-02-11 17:00:00,5,0.13,1105.47,4808.79,1277.42
1003,329,134,2023-02-11 18:00:00,1,0.0,1372.13,1372.13,406.86
1004,156,197,2023-02-11 19:00:00,3,0.1,1552.29,4191.18,476.06
1005,190,171,2023-02-11 20:00:00,5,0.11,1105.47,4919.34,1237.52
1006,494,25,2023-02-11 21:00:00,6,0.11,285.11,1522.49,361.65
1007,371,18,2023-02-11 22:00:00,1,0.29,1730.98,1229.0,291.02
1008,263,190,2023-02-11 23:00:00,9,0.09,1511.82,12381.81,3582.17
1009,80,141,2023-02-12 00:00:00,3,0.08,1741.22,4805.77,824.93
1010,400,43,2023-02-12 01:00:00,3,0.04,1081.43,3114.52,680.65
1011,252,78,2023-02-12 02:00:00,2,0.15,1246.15,2118.46,542.26
1012,97,28,2023-02-12 03:00:00,8,0.05,712.76,5416.98,920.26
1013,260,146,2023-02-12 04:00:00,3,0.18,1256.29,3090.47,526.49
1014,260,59,2023-02-12 05:00:00,6,0.05,265.42,1512.89,196.17
1015,103,188,2023-02-12 06:00:00,2,0.17,1948.3,3234.18,793.04
1016,40,63,2023-02-12 07:00:00,7,0.25,505.54,2654.08,588.01
1017,273,185,2023-02-12 08:00:00,4,0.01,1260.79,4992.73,812.74
1018,101,92,2023-02-12 09:00:00,9,0.13,162.79,1274.65,197.36
1019,359,179,2023-02-12 10:00:00,9,0.14,182.28,1410.85,96.15
1020,380,56,2023-02-12 11:00:00,7,0.24,871.65,4637.18,239.4
1021,308,155,2023-02-12 12:00:00,8,0.14,1499.84,10318.9,1880.35
1022,221,160,2023-02-12 13:00:00,3,0.17,62.45,155.5,24.01
1023,308,111,2023-02-12 14:00:00,5,0.24,302.55,1149.69,286.28
1024,420,137,2023-02-12 15:00:00,2,0.17,1763.33,2927.13,543.46
1025,124,68,2023-02-12 16:00:00,7,0.11,799.44,4980.51,1415.34
1026,422,46,2023-02-12 17:00:00,8,0.03,1995.97,15488.73,1533.93
1027,231,67,2023-02-12 18:00:00,9,0.22,884.16,6206.8,1846.76
1028,178,154,2023-02-12 19:00:00,7,0.26,703.48,3644.03,453.61
1029,63,136,2023-02-12 20:00:00,8,0.29,570.71,3241.63,682.71
1030,485,6,2023-02-12 21:00:00,9,0.28,1425.87,9239.64,1621.22
1031,116,24,2023-02-12 22:00:00,6,0.24,498.52,2273.25,318.01
1032,191,176,2023-02-12 23:00:00,2,0.19,249.89,404.82,34.34
1033,62,94,2023-02-13 00:00:00,2,0.23,1773.38,2731.01,228.61
1034,256,173,2023-02-13 01:00:00,4,0.13,716.65,2493.94,568.31
1035,483,13,2023-02-13 02:00:00,9,0.18,629.83,4648.15,671.24
1036,7,197,2023-02-13 03:00:00,7,0.1,1552.29,9779.43,2839.21
1037,155,25,2023-02-13 04:00:00,2,0.1,285.11,513.2,67.44
1038,92,148,2023-02-13 05:00:00,8,0.23,359.28,2213.16,654.83
1039,470,118,2023-02-13 06:00:00,7,0.14,219.62,1322.11,134.0
1040,14,82,2023-02-13 07:00:00,9,0.06,1888.33,15975.27,1209.39
1041,455,111,2023-02-13 08:00:00,8,0.06,302.55,2275.18,291.55
1042,229,82,2023-02-13 09:00:00,3,0.26,1888.33,4192.09,1137.72
1043,86,66,2023-02-13 10:00:00,1,0.2,1976.06,1580.85,285.28
1044,133,45,2023-02-13 11:00:00,2,0.16,1607.63,2700.82,226.63
1045,183,114,2023-02-13 12:00:00,2,0.12,1731.15,3046.82,306.59
1046,386,175,2023-02-13 13:00:00,4,0.13,1867.45,6498.73,830.64
1047,62,63,2023-02-13 14:00:00,6,0.02,505.54,2972.58,587.21
1048,219,76,2023-02-13 15:00:00,4,0.14,1892.23,6509.27,866.35
1049,405,114,2023-02-13 16:00:00,9,0.24,1731.15,11841.07,2803.53
1050,246,111,2023-02-13 17:00:00,4,0.12,302.55,1064.98,217.33
1051,230,183,2023-02-13 18:00:00,6,0.12,1185.23,6258.01,1680.0
1052,79,147,2023-02-13 19:00:00,6,0.0,1517.8,9106.8,1595.88
1053,149,35,2023-02-13 20:00:00,1,0.14,1270.49,1092.62,145.09
1054,138,53,2023-02-13 21:00:00,8,0.01,1968.96,15594.16,4663.71
1055,471,26,2023-02-13 22:00:00,3,0.17,200.06,498.15,69.2
1056,314,14,2023-02-13 23:00:00,6,0.15,1852.57,9448.11,1484.78
1057,376,118,2023-02-14 00:00:00,3,0.25,219.62,494.14,124.66
1058,423,45,2023-02-14 01:00:00,2,0.17,1607.63,2668.67,192.57
1059,389,172,2023-02-14 02:00:00,5,0.1,1927.83,8675.24,1271.99
1060,65,193,2023-02-14 03:00:00,1,0.15,97.94,83.25,5.95
1061,13,51,2023-02-14 04:00:00,9,0.21,1273.64,9055.58,768.15
1062,213,171,2023-02-14 05:00:00,7,0.03,1105.47,7506.14,384.02
1063,474,119,2023-02-14 06:00:00,3,0.19,846.48,2056.95,107.76
1064,242,151,2023-02-14 07:00:00,4,0.27,107.03,312.53,45.34
1065,493,184,2023-02-14 08:00:00,6,0.09,724.47,3955.61,997.96
1066,213,19,2023-02-14 09:00:00,3,0.19,1696.87,4123.39,811.28
1067,181,82,2023-02-14 10:00:00,7,0.25,1888.33,9913.73,2069.28
1068,338,76,2023-02-14 11:00:00,6,0.15,1892.23,9650.37,1735.26
1069,485,183,2023-02-14 12:00:00,9,0.22,1185.23,8320.31,2121.25
1070,173,92,2023-02-14 13:00:00,5,0.09,162.79,740.69,200.06
1071,160,188,2023-02-14 14:00:00,4,0.09,1948.3,7091.81,1861.14
1072,164,187,2023-02-14 15:00:00,3,0.2,1749.5,4198.8,1062.44
1073,465,33,2023-02-14 16:00:00,1,0.21,1591.91,1257.61,120.33
1074,483,147,2023-02-14 17:00:00,3,0.28,1517.8,3278.45,650.67
1075,497,28,2023-02-14 18:00:00,3,0.07,712.76,1988.6,388.85
1076,188,123,2023-02-14 19:00:00,7,0.14,1016.96,6122.1,1114.14
1077,395,180,2023-02-14 20:00:00,7,0.08,636.88,4101.51,698.09
1078,191,126,2023-02-14 21:00:00,1,0.02,1382.35,1354.7,97.93
1079,405,177,2023-02-14 22:00:00,3,0.12,1877.6,4956.86,374.45
1080,308,37,2023-02-14 23:00:00,8,0.11,1250.93,8906.62,2454.4
1081,256,154,2023-02-15 00:00:00,9,0.08,703.48,5824.81,1208.92
1082,183,99,2023-02-15 01:00:00,7,0.09,1528.57,9736.99,1125.39
1083,117,98,2023-02-15 02:00:00,7,0.11,822.67,5125.23,614.13
1084,282,127,2023-02-15 03:00:00,8,0.3,198.46,1111.38,225.11
1085,196,168,2023-02-15 04:00:00,6,0.23,1570.7,7256.63,1101.08
1086,34,80,2023-02-15 05:00:00,3,0.02,1982.78,5829.37,934.63
1087,52,38,2023-02-15 06:00:00,1,0.26,504.27,373.16,24.32
1088,112,77,2023-02-15 07:00:00,7,0.19,961.43,5451.31,461.64
1089,252,126,2023-02-15 08:00:00,1,0.27,1382.35,1009.12,149.69
1090,82,87,2023-02-15 09:00:00,1,0.1,394.23,354.81,79.8
1091,232,54,2023-02-15 10:00:00,9,0.14,1548.13,11982.53,742.99
1092,227,150,2023-02-15 11:00:00,7,0.27,1750.09,8942.96,1195.13
1093,233,16,2023-02-15 12:00:00,4,0.08,1891.32,6960.06,1557.44
1094,221,28,2023-02-15 13:00:00,6,0.27,712.76,3121.89,774.27
1095,436,163,2023-02-15 14:00:00,1,0.25,1963.31,1472.48,143.65
1096,413,188,2023-02-15 15:00:00,7,0.29,1948.3,9683.05,2254.91
1097,422,173,2023-02-15 16:00:00,6,0.1,716.65,3869.91,1117.83
1098,42,46,2023-02-15 17:00:00,4,0.07,1995.97,7425.01,2054.52
1099,21,72,2023-02-15 18:00:00,7,0.1,1583.37,9975.23,2467.31
1100,42,183,2023-02-15 19:00:00,3,0.29,1185.23,2524.54,575.8
1101,397,85,2023-02-15 20:00:00,1,0.1,1049.74,944.77,102.78
1102,113,26,2023-02-15 21:00:00,4,0.17,200.06,664.2,138.47
1103,105,85,2023-02-15 22:00:00,3,0.12,1049.74,2771.31,584.24
1104,192,153,2023-02-15 23:00:00,1,0.12,301.3,265.14,40.22
1105,17,65,2023-02-16 00:00:00,2,0.06,84.85,159.52,27.64
1106,120,134,2023-02-16 01:00:00,5,0.16,1372.13,5762.95,1288.06
1107,393,151,2023-02-16 02:00:00,8,0.25,107.03,642.18,184.96
1108,425,115,2023-02-16 03:00:00,1,0.01,1628.56,1612.27,199.64
1109,129,64,2023-02-16 04:00:00,4,0.27,132.08,385.67,43.04
1110,130,87,2023-02-16 05:00:00,4,0.2,394.23,1261.54,252.88
1111,60,171,2023-02-16 06:00:00,5,0.19,1105.47,4477.15,370.26
1112,48,107,2023-02-16 07:00:00,7,0.19,1181.17,6697.23,1310.2
1113,29,151,2023-02-16 08:00:00,8,0.09,107.03,779.18,56.27
1114,97,96,2023-02-16 09:00:00,6,0.12,1990.07,10507.57,1814.09
1115,10,158,2023-02-16 10:00:00,1,0.24,1672.66,1271.22,260.73
1116,242,77,2023-02-16 11:00:00,7,0.09,961.43,6124.31,413.56
1117,314,146,2023-02-16 12:00:00,3,0.14,1256.29,3241.23,329.76
1118,444,87,2023-02-16 13:00:00,6,0.01,394.23,2341.73,313.43
1119,232,149,2023-02-16 14:00:00,8,0.22,1767.7,11030.45,1567.97
1120,277,57,2023-02-16 15:00:00,7,0.13,1488.29,9063.69,1985.19
1121,284,103,2023-02-16 16:00:00,6,0.16,487.66,2457.81,447.95
1122,203,151,2023-02-16 17:00:00,9,0.03,107.03,934.37,135.98
1123,247,91,2023-02-16 18:00:00,9,0.3,732.74,4616.26,750.92
1124,290,45,2023-02-16 19:00:00,1,0.09,1607.63,1462.94,77.89
1125,264,172,2023-02-16 20:00:00,1,0.19,1927.83,1561.54,378.88
1126,443,88,2023-02-16 21:00:00,1,0.17,479.95,398.36,24.0
1127,214,115,2023-02-16 22:00:00,8,0.24,1628.56,9901.64,2547.98
1128,200,47,2023-02-16 23:00:00,7,0.09,733.89,4674.88,866.02
1129,433,168,2023-02-17 00:00:00,3,0.23,1570.7,3628.32,660.19
1130,79,179,2023-02-17 01:00:00,2,0.11,182.28,324.46,73.37
1131,401,170,2023-02-17 02:00:00,4,0.12,1534.0,5399.68,1430.32
1132,444,135,2023-02-17 03:00:00,3,0.2,1153.18,2767.63,790.61
1133,343,50,2023-02-17 04:00:00,7,0.24,985.76,5244.24,974.6
1134,344,176,2023-02-17 05:00:00,8,0.2,249.89,1599.3,140.2
1135,173,84,2023-02-17 06:00:00,6,0.27,1235.09,5409.69,1458.76
1136,467,91,2023-02-17 07:00:00,3,0.09,732.74,2000.38,120.36
1137,69,134,2023-02-17 08:00:00,6,0.27,1372.13,6009.93,1513.51
1138,416,91,2023-02-17 09:00:00,2,0.04,732.74,1406.86,309.66
1139,428,137,2023-02-17 10:00:00,7,0.2,1763.33,9874.65,2727.2
1140,449,109,2023-02-17 11:00:00,7,0.16,1761.05,10354.97,2841.05
1141,87,57,2023-02-17 12:00:00,4,0.15,1488.29,5060.19,320.25
1142,101,31,2023-02-17 13:00:00,8,0.09,664.82,4839.89,979.41
1143,8,21,2023-02-17 14:00:00,4,0.15,1666.39,5665.73,459.88
1144,333,90,2023-02-17 15:00:00,7,0.05,1570.19,10441.76,726.93
1145,200,40,2023-02-17 16:00:00,4,0.11,1746.69,6218.22,1007.78
1146,87,112,2023-02-17 17:00:00,5,0.03,1783.06,8647.84,643.39
1147,43,45,2023-02-17 18:00:00,7,0.17,1607.63,9340.33,2166.73
1148,385,77,2023-02-17 19:00:00,3,0.03,961.43,2797.76,817.6
1149,109,177,2023-02-17 20:00:00,5,0.05,1877.6,8918.6,1715.9
1150,435,87,2023-02-17 21:00:00,3,0.03,394.23,1147.21,124.81
1151,408,148,2023-02-17 22:00:00,5,0.11,359.28,1598.8,416.97
1152,483,101,2023-02-17 23:00:00,3,0.25,350.1,787.73,207.39
1153,152,117,2023-02-18 00:00:00,7,0.27,1124.17,5744.51,1339.6
1154,17,92,2023-02-18 01:00:00,1,0.02,162.79,159.53,32.51
1155,133,145,2023-02-18 02:00:00,9,0.19,1376.27,10033.01,2678.29
1156,148,28,2023-02-18 03:00:00,9,0.21,712.76,5067.72,460.27
1157,277,169,2023-02-18 04:00:00,5,0.16,258.61,1086.16,307.27
1158,232,194,2023-02-18 05:00:00,9,0.2,93.14,670.61,192.33
1159,314,25,2023-02-18 06:00:00,6,0.07,285.11,1590.91,426.36
1160,415,58,2023-02-18 07:00:00,5,0.15,515.62,2191.38,246.89
1161,366,41,2023-02-18 08:00:00,3,0.12,91.48,241.51,63.89
1162,228,134,2023-02-18 09:00:00,8,0.03,1372.13,10647.73,1857.07
1163,139,75,2023-02-18 10:00:00,4,0.19,1764.28,5716.27,1136.01
1164,436,38,2023-02-18 11:00:00,3,0.15,504.27,1285.89,334.52
1165,399,134,2023-02-18 12:00:00,6,0.08,1372.13,7574.16,434.72
1166,211,173,2023-02-18 13:00:00,8,0.14,716.65,4930.55,693.9
1167,391,75,2023-02-18 14:00:00,9,0.23,1764.28,12226.46,3104.58
1168,499,142,2023-02-18 15:00:00,6,0.24,1431.31,6526.77,1654.46
1169,28,66,2023-02-18 16:00:00,5,0.19,1976.06,8003.04,2098.17
1170,51,168,2023-02-18 17:00:00,2,0.14,1570.7,2701.6,249.37
1171,491,3,2023-02-18 18:00:00,2,0.17,1975.95,3280.08,742.85
1172,442,117,2023-02-18 19:00:00,9,0.12,1124.17,8903.43,771.27
1173,261,99,2023-02-18 20:00:00,2,0.04,1528.57,2934.85,722.78
1174,261,152,2023-02-18 21:00:00,2,0.12,1660.34,2922.2,325.19
1175,350,19,2023-02-18 22:00:00,3,0.16,1696.87,4276.11,1002.55
1176,352,146,2023-02-18 23:00:00,3,0.18,1256.29,3090.47,506.07
1177,8,192,2023-02-19 00:00:00,4,0.28,1528.61,4402.4,1305.6
1178,320,116,2023-02-19 01:00:00,7,0.23,1327.72,7156.41,1395.31
1179,138,125,2023-02-19 02:00:00,9,0.05,479.36,4098.53,853.09
1180,38,88,2023-02-19 03:00:00,2,0.05,479.95,911.9,129.53
1181,111,35,2023-02-19 04:00:00,4,0.03,1270.49,4929.5,1151.68
1182,480,190,2023-02-19 05:00:00,9,0.22,1511.82,10612.98,1843.7
1183,368,1,2023-02-19 06:00:00,2,0.21,1004.38,1586.92,86.51
1184,220,153,2023-02-19 07:00:00,1,0.3,301.3,210.91,42.63
1185,337,173,2023-02-19 08:00:00,8,0.16,716.65,4815.89,1240.65
1186,223,177,2023-02-19 09:00:00,9,0.25,1877.6,12673.8,1383.98
1187,136,126,2023-02-19 10:00:00,7,0.17,1382.35,8031.45,845.44
1188,256,89,2023-02-19 11:00:00,8,0.26,413.55,2448.22,495.08
1189,360,144,2023-02-19 12:00:00,4,0.22,1410.07,4399.42,1119.63
1190,409,147,2023-02-19 13:00:00,4,0.19,1517.8,4917.67,552.77
1191,329,151,2023-02-19 14:00:00,2,0.17,107.03,177.67,50.29
1192,450,25,2023-02-19 15:00:00,8,0.22,285.11,1779.09,501.43
1193,463,16,2023-02-19 16:00:00,2,0.13,1891.32,3290.9,329.53
1194,434,182,2023-02-19 17:00:00,9,0.03,181.33,1583.01,183.54
1195,451,73,2023-02-19 18:00:00,4,0.01,224.35,888.43,200.03
1196,49,129,2023-02-19 19:00:00,1,0.14,1015.54,873.36,251.47
1197,292,42,2023-02-19 20:00:00,4,0.18,1755.67,5758.6,1309.91
1198,382,147,2023-02-19 21:00:00,3,0.02,1517.8,4462.33,719.44
1199,324,162,2023-02-19 22:00:00,6,0.09,1253.01,6841.43,631.12
1200,78,80,2023-02-19 23:00:00,7,0.1,1982.78,12491.51,2064.25
1201,105,104,2023-02-20 00:00:00,8,0.17,486.44,3229.96,651.46
1202,169,183,2023-02-20 01:00:00,2,0.08,1185.23,2180.82,289.48
1203,217,146,2023-02-20 02:00:00,6,0.03,1256.29,7311.61,1298.28
1204,378,34,2023-02-20 03:00:00,6,0.05,671.57,3827.95,316.01
1205,119,89,2023-02-20 04:00:00,5,0.05,413.55,1964.36,320.28
1206,190,125,2023-02-20 05:00:00,7,0.25,479.36,2516.64,182.94
1207,255,45,2023-02-20 06:00:00,3,0.09,1607.63,4388.83,273.3
1208,370,134,2023-02-20 07:00:00,4,0.21,1372.13,4335.93,1146.03
